rank,distance,queryIdx,trainIdx
1,0.0,14,33
2,0.0,15,10
3,0.0,16,10
4,0.0,17,10
5,0.0,18,10
6,0.0,19,10
7,0.0,20,10
8,0.0,21,10
9,0.0,22,10
10,0.0,23,10
11,0.0,24,10
12,0.0,25,10
13,0.0,26,10
14,0.0,27,10
15,0.0,28,10
16,0.0,29,10
17,0.0,30,10
18,0.0,31,10
19,0.0,32,10
20,0.0,33,10
21,0.0,34,53
22,0.0,36,53
23,0.0,37,7
24,0.0,55,106
25,0.0,60,9
26,0.0,62,33
27,0.0,63,9
28,0.0,64,9
29,0.0,66,9
30,0.0,68,33
31,0.0,69,53
32,0.0,71,5
33,0.0,72,4
34,0.0,75,97
35,0.0,105,48
36,0.0,125,202
37,0.0,132,159
38,0.0,136,185
39,0.0,137,152
40,0.0,138,152
41,0.0,140,133
42,0.0,154,132
43,0.0,155,186
44,0.0,156,185
45,0.0,179,192
46,0.0,180,185
47,0.0,182,155
48,0.0,183,152
49,0.0,185,152
50,0.0,193,189
51,0.0,196,126
52,0.0,226,227
53,0.0,290,320
54,0.0,291,321
55,0.0,292,321
56,0.0,318,277
57,0.0,361,321
58,0.0,362,321
59,0.0,408,402
60,0.0,415,408
61,0.0,416,408
62,0.0,417,408
63,0.0,418,408
64,0.0013810679083690047,7,112
65,0.0013810679083690047,13,53
66,0.0013810679083690047,35,53
67,0.0013810679083690047,38,6
68,0.0013810679083690047,43,170
69,0.0013810679083690047,48,117
70,0.0013810679083690047,51,90
71,0.0013810679083690047,59,6
72,0.0013810679083690047,61,8
73,0.0013810679083690047,65,8
74,0.0013810679083690047,67,8
75,0.0013810679083690047,74,71
76,0.0013810679083690047,89,173
77,0.0013810679083690047,90,129
78,0.0013810679083690047,91,131
79,0.0013810679083690047,92,132
80,0.0013810679083690047,93,132
81,0.0013810679083690047,97,144
82,0.0013810679083690047,116,139
83,0.0013810679083690047,120,88
84,0.0013810679083690047,129,169
85,0.0013810679083690047,135,155
86,0.0013810679083690047,139,132
87,0.0013810679083690047,153,133
88,0.0013810679083690047,157,177
89,0.0013810679083690047,158,190
90,0.0013810679083690047,159,155
91,0.0013810679083690047,160,176
92,0.0013810679083690047,161,173
93,0.0013810679083690047,177,160
94,0.0013810679083690047,187,131
95,0.0013810679083690047,188,131
96,0.0013810679083690047,189,131
97,0.0013810679083690047,191,118
98,0.0013810679083690047,192,156
99,0.0013810679083690047,197,195
100,0.0013810679083690047,221,168
101,0.0013810679083690047,224,196
102,0.0013810679083690047,237,123
103,0.0013810679083690047,265,203
104,0.0013810679083690047,293,352
105,0.0013810679083690047,363,320
106,0.0013810679083690047,366,360
107,0.0013810679083690047,368,361
108,0.0013810679083690047,410,407
109,0.0023920799139887094,47,118
110,0.0023920799139887094,50,88
111,0.0023920799139887094,257,305
112,0.0027621358167380095,2,121
113,0.0027621358167380095,8,111
114,0.0027621358167380095,40,5
115,0.0027621358167380095,57,51
116,0.0027621358167380095,70,68
117,0.0027621358167380095,82,207
118,0.0027621358167380095,88,127
119,0.0027621358167380095,96,138
120,0.0027621358167380095,117,89
121,0.0027621358167380095,134,129
122,0.0027621358167380095,141,115
123,0.0027621358167380095,149,136
124,0.0027621358167380095,169,209
125,0.0027621358167380095,176,225
126,0.0027621358167380095,181,155
127,0.0027621358167380095,186,155
128,0.0027621358167380095,190,155
129,0.0027621358167380095,324,315
130,0.0027621358167380095,409,402
131,0.0036539623979479074,39,34
132,0.0036539623979479074,152,87
133,0.0036539623979479074,184,118
134,0.004143203608691692,12,34
135,0.004143203608691692,58,34
136,0.004143203608691692,85,168
137,0.004143203608691692,94,149
138,0.004143203608691692,115,144
139,0.004143203608691692,128,168
140,0.004143203608691692,142,87
141,0.004143203608691692,168,208
142,0.004143203608691692,198,195
143,0.004143203608691692,199,82
144,0.004143203608691692,223,161
145,0.004143203608691692,234,233
146,0.004143203608691692,254,308
147,0.004143203608691692,263,210
148,0.004143203608691692,266,210
149,0.004143203608691692,302,309
150,0.004143203608691692,327,350
151,0.004143203608691692,360,326
152,0.004143203608691692,400,364
153,0.004143203608691692,457,442
154,0.004784159827977419,3,193
155,0.004784159827977419,49,116
156,0.004784159827977419,276,205
157,0.004979511257261038,462,441
158,0.005524271633476019,44,227
159,0.005524271633476019,45,122
160,0.005524271633476019,46,175
161,0.005524271633476019,53,46
162,0.005524271633476019,103,96
163,0.005524271633476019,104,48
164,0.005524271633476019,106,48
165,0.005524271633476019,119,136
166,0.005524271633476019,130,232
167,0.005524271633476019,133,175
168,0.005524271633476019,175,82
169,0.005524271633476019,275,207
170,0.005524271633476019,296,282
171,0.005524271633476019,301,310
172,0.005524271633476019,325,316
173,0.005524271633476019,364,327
174,0.005524271633476019,403,366
175,0.006019935477524996,245,208
176,0.00632884819060564,151,148
177,0.00632884819060564,244,204
178,0.00632884819060564,284,275
179,0.006623369175940752,267,203
180,0.0069053396582603455,77,107
181,0.0069053396582603455,95,114
182,0.0069053396582603455,113,78
183,0.0069053396582603455,121,87
184,0.0069053396582603455,131,125
185,0.0069053396582603455,162,221
186,0.0069053396582603455,178,128
187,0.0069053396582603455,194,128
188,0.0069053396582603455,195,175
189,0.0069053396582603455,225,226
190,0.0069053396582603455,230,170
191,0.0069053396582603455,262,205
192,0.0069053396582603455,282,306
193,0.0069053396582603455,326,284
194,0.0069053396582603455,365,357
195,0.007307924795895815,256,241
196,0.007307924795895815,281,272
197,0.007689460646361113,0,213
198,0.007689460646361113,80,93
199,0.007689460646361113,449,436
200,0.008286407217383385,42,201
