rank,distance,queryIdx,trainIdx
1,0.23520995676517487,430,425
2,0.2642763555049896,126,164
3,0.2714640200138092,245,99
4,0.2723580598831177,935,879
5,0.2782970666885376,93,147
6,0.2819441854953766,284,12
7,0.2858107089996338,91,211
8,0.2874296307563782,1102,1050
9,0.2943606674671173,233,194
10,0.29457196593284607,400,363
11,0.29567134380340576,1024,1179
12,0.297605961561203,7,114
13,0.2987695336341858,17,136
14,0.30000030994415283,1063,1014
15,0.30069699883461,39,238
16,0.30295616388320923,1021,843
17,0.3035688102245331,573,425
18,0.30452388525009155,435,477
19,0.3051668107509613,108,179
20,0.3067379593849182,64,70
21,0.30877819657325745,260,117
22,0.31137368083000183,1061,929
23,0.3114786744117737,1101,1005
24,0.3118264973163605,153,52
25,0.3131146728992462,74,86
26,0.3135392367839813,461,318
27,0.3141156733036041,107,139
28,0.31493061780929565,276,139
29,0.31572139263153076,174,178
30,0.31614747643470764,277,48
31,0.31824183464050293,238,276
32,0.31824254989624023,8,186
33,0.3191007971763611,1104,882
34,0.31966397166252136,57,408
35,0.3202660083770752,261,270
36,0.32033592462539673,191,132
37,0.32060322165489197,132,234
38,0.3210095465183258,456,356
39,0.32149824500083923,275,137
40,0.32278764247894287,936,881
41,0.3228793144226074,70,54
42,0.32371026277542114,43,59
43,0.3244533836841583,109,192
44,0.32451242208480835,103,117
45,0.32491305470466614,23,267
46,0.32495275139808655,219,203
47,0.3256438672542572,120,77
48,0.32579976320266724,473,459
49,0.3260657787322998,195,75
50,0.32664012908935547,79,16
51,0.3272082209587097,31,62
52,0.3274343013763428,55,0
53,0.3295823633670807,385,331
54,0.3300435543060303,127,126
55,0.33015599846839905,168,52
56,0.33016064763069153,128,152
57,0.33119651675224304,228,235
58,0.33169427514076233,541,518
59,0.33184871077537537,956,1164
60,0.3320755660533905,462,463
61,0.33219215273857117,326,95
62,0.33312171697616577,84,77
63,0.3335425853729248,194,132
64,0.3336883783340454,117,718
65,0.3344000279903412,176,136
66,0.3349699079990387,896,841
67,0.33542606234550476,46,164
68,0.3356471061706543,179,30
69,0.3360641300678253,192,83
70,0.3364711105823517,14,147
71,0.3369535207748413,302,306
72,0.33727288246154785,1136,1083
73,0.33741724491119385,1059,1014
74,0.33749932050704956,54,132
75,0.33751654624938965,279,211
76,0.3375324606895447,1056,961
77,0.3378734290599823,193,163
78,0.3378807306289673,296,76
79,0.3382103741168976,822,803
80,0.33850032091140747,83,29
81,0.338663250207901,113,136
82,0.3387526869773865,37,12
83,0.33890166878700256,266,269
84,0.33905142545700073,222,311
85,0.33919376134872437,71,16
86,0.33949559926986694,301,267
87,0.33959895372390747,254,195
88,0.3401193618774414,410,221
89,0.34045594930648804,10,83
90,0.3405311405658722,56,202
91,0.3409883379936218,317,141
92,0.341806560754776,137,62
93,0.34185928106307983,450,266
94,0.3422207236289978,237,58
95,0.3425944745540619,197,278
96,0.3435194492340088,1194,860
97,0.3435581922531128,1218,1165
98,0.3438868820667267,223,58
99,0.3440660536289215,282,29
100,0.3441621959209442,48,234
101,0.34418219327926636,125,139
102,0.34443777799606323,335,383
103,0.344605952501297,409,408
104,0.3446151912212372,89,136
105,0.3450678586959839,80,92
106,0.3458539843559265,259,189
107,0.34599465131759644,32,72
108,0.3466798961162567,1064,970
109,0.34683501720428467,16,168
110,0.34724512696266174,49,17
111,0.34742385149002075,1013,960
112,0.34826183319091797,584,570
113,0.348585844039917,480,418
114,0.34884777665138245,1,98
115,0.3498498797416687,323,175
116,0.34995561838150024,1014,961
