rank,distance,queryIdx,trainIdx
1,0.29765433073043823,93,223
2,0.32291656732559204,433,391
3,0.3306156396865845,195,143
4,0.342379629611969,220,201
5,0.34366723895072937,398,470
6,0.3449200391769409,167,167
7,0.35719242691993713,465,443
8,0.36141133308410645,163,89
9,0.36566969752311707,460,418
10,0.37283334136009216,415,374
11,0.37499210238456726,400,448
12,0.37818002700805664,487,426
13,0.3827531635761261,257,291
14,0.38620463013648987,365,381
15,0.38698017597198486,438,340
16,0.38738852739334106,194,114
17,0.38860246539115906,483,469
18,0.39719900488853455,192,67
19,0.39764055609703064,110,142
20,0.40103262662887573,437,423
21,0.4055061340332031,490,448
22,0.4075784683227539,332,426
23,0.40882423520088196,407,468
24,0.41023191809654236,377,397
25,0.4110027551651001,277,396
26,0.41216376423835754,387,374
27,0.41535085439682007,251,212
28,0.41651126742362976,228,389
29,0.41667717695236206,389,396
30,0.4171437621116638,484,426
31,0.41925564408302307,431,443
32,0.4200596511363983,427,451
33,0.4204387068748474,409,471
34,0.42044341564178467,319,455
35,0.42155590653419495,401,472
36,0.4219668209552765,307,407
37,0.4230304956436157,334,291
38,0.42581355571746826,355,374
39,0.4258458614349365,320,412
40,0.4267127811908722,169,201
41,0.42722874879837036,414,452
42,0.42821088433265686,476,407
43,0.42978671193122864,306,451
44,0.43156740069389343,456,478
45,0.4339430630207062,252,264
46,0.4344745874404907,333,481
47,0.43455684185028076,432,390
48,0.4349045753479004,435,393
49,0.43530118465423584,395,484
50,0.43636494874954224,381,426
51,0.43687817454338074,413,314
52,0.43767908215522766,422,423
53,0.43769562244415283,255,354
54,0.4386754035949707,262,389
55,0.4386845529079437,402,399
56,0.4413113594055176,312,470
57,0.44325020909309387,450,423
58,0.4442508816719055,261,385
59,0.4446046054363251,385,481
60,0.4474700093269348,426,469
61,0.4475346803665161,439,399
62,0.448584645986557,329,288
63,0.44865769147872925,311,396
64,0.4492689073085785,391,407
65,0.4495983421802521,397,451
66,0.45075714588165283,486,448
67,0.4507618546485901,341,407
68,0.4518387019634247,37,40
69,0.45272091031074524,469,328
70,0.45323166251182556,464,339
71,0.45376795530319214,166,252
72,0.45471230149269104,488,339
73,0.45583322644233704,310,328
74,0.45825687050819397,309,297
75,0.4600237011909485,343,484
76,0.4601750373840332,259,244
77,0.46200671792030334,485,443
78,0.4620994031429291,443,451
79,0.46419838070869446,404,423
80,0.4647919237613678,289,407
81,0.4649674892425537,423,451
82,0.4657861888408661,436,451
83,0.46593061089515686,281,426
84,0.4662036597728729,366,389
85,0.4669349789619446,9,17
86,0.468307226896286,428,448
87,0.46914970874786377,399,455
88,0.47022563219070435,263,465
89,0.4703490436077118,360,360
90,0.47122710943222046,226,264
91,0.47155484557151794,419,493
92,0.47206467390060425,254,389
93,0.4730072021484375,88,259
94,0.47369471192359924,406,468
95,0.4742612838745117,214,86
96,0.4743484556674957,60,166
97,0.47447675466537476,342,471
98,0.4758812487125397,249,209
99,0.4762228727340698,378,468
100,0.4763636887073517,394,328
101,0.4779874086380005,354,449
102,0.4780289828777313,489,441
103,0.4780699908733368,363,473
104,0.4790530800819397,57,164
105,0.48162028193473816,434,473
106,0.48291799426078796,92,89
107,0.48391181230545044,260,408
108,0.48392513394355774,351,348
109,0.48829323053359985,429,444
110,0.4887241721153259,67,100
111,0.48934534192085266,468,448
112,0.48946645855903625,471,356
113,0.4895884692668915,253,362
114,0.48977088928222656,242,118
115,0.48980194330215454,308,451
116,0.4909064471721649,376,374
117,0.49096834659576416,457,448
118,0.4914730489253998,349,297
119,0.49251797795295715,256,482
120,0.4927350580692291,164,110
121,0.49293118715286255,338,400
122,0.4933735728263855,59,140
123,0.4936210811138153,138,56
124,0.4936775267124176,236,330
125,0.49385303258895874,421,426
126,0.49437543749809265,13,172
127,0.4946294128894806,461,424
128,0.49593469500541687,367,416
129,0.49636003375053406,303,296
130,0.4989789128303528,442,451
131,0.49924853444099426,331,290
132,0.50005704164505,315,447
133,0.5004876852035522,441,400
134,0.5009395480155945,11,172
135,0.5010740160942078,491,472
136,0.501246452331543,221,202
137,0.5012944340705872,444,291
138,0.5028434991836548,288,267
139,0.5038757920265198,371,442
140,0.5052980184555054,84,195
141,0.5072070360183716,27,112
142,0.5079541802406311,339,218
143,0.5080701112747192,299,431
144,0.5083284378051758,440,417
145,0.5093343257904053,108,113
146,0.509425163269043,318,351
147,0.5100119113922119,282,336
148,0.5101920962333679,412,428
149,0.5103275775909424,410,455
150,0.5107288360595703,466,443
151,0.5114519596099854,346,485
152,0.5120291709899902,240,259
153,0.5121559500694275,359,471
154,0.5121901631355286,209,415
155,0.5124396681785583,314,414
156,0.5133225321769714,170,37
157,0.5139002799987793,275,237
158,0.514087438583374,32,221
159,0.5144616365432739,287,386
160,0.51446533203125,87,257
161,0.5145821571350098,452,355
162,0.5148861408233643,455,478
163,0.5149074792861938,208,472
164,0.5152937173843384,463,380
165,0.5168426036834717,58,48
166,0.5168543457984924,296,287
167,0.5170575380325317,374,399
168,0.5178533792495728,416,451
169,0.5186712145805359,229,468
170,0.5188733339309692,305,380
171,0.5192111730575562,280,440
172,0.5192738771438599,449,440
173,0.5197947025299072,234,435
174,0.5201212763786316,284,470
175,0.5207122564315796,276,209
176,0.5207356810569763,475,471
177,0.5224522352218628,200,406
178,0.5227963924407959,396,451
179,0.5229007005691528,337,336
180,0.5244625806808472,2,172
181,0.5254736542701721,235,389
182,0.5267438888549805,368,328
183,0.5274091362953186,388,374
184,0.527780294418335,370,484
185,0.5280000567436218,344,381
186,0.5280416011810303,350,287
187,0.5298119783401489,202,415
188,0.5309711694717407,111,89
189,0.5315232872962952,480,472
190,0.5315433740615845,279,327
191,0.5317702293395996,424,329
192,0.5322916507720947,369,362
193,0.5329262018203735,420,484
194,0.5335360169410706,375,426
195,0.5340035557746887,454,159
196,0.5341982841491699,477,481
197,0.5343520641326904,386,472
198,0.5357148051261902,430,445
199,0.536066472530365,190,43
200,0.5363384485244751,453,446
