rank,distance,queryIdx,trainIdx
149,2.6292779445648193,105,149
150,2.630392074584961,169,142
151,2.6307427883148193,108,62
152,2.631718635559082,100,132
153,2.631746768951416,132,133
154,2.6334049701690674,109,62
155,2.6448776721954346,150,60
156,2.648040771484375,244,195
157,2.6579396724700928,199,110
158,2.660390615463257,92,133
159,2.6624956130981445,62,62
160,2.667860507965088,127,133
161,2.6725783348083496,461,440
162,2.6744964122772217,267,318
163,2.675123691558838,126,132
164,2.6789350509643555,51,59
165,2.6792714595794678,456,387
166,2.680241823196411,89,94
167,2.682053565979004,55,94
168,2.683257818222046,56,147
169,2.691626787185669,155,155
170,2.6934735774993896,464,439
171,2.694956064224243,396,350
172,2.6954641342163086,151,151
173,2.6986944675445557,60,62
174,2.6993069648742676,54,94
175,2.703192710876465,196,110
176,2.7038440704345703,65,108
177,2.703939437866211,154,108
178,2.7046704292297363,90,133
179,2.7079789638519287,64,110
180,2.71354603767395,93,93
181,2.7137339115142822,198,108
182,2.7152504920959473,238,149
183,2.718224048614502,91,90
184,2.7200090885162354,152,153
185,2.720031976699829,59,148
186,2.724027633666992,87,90
187,2.7283735275268555,457,388
188,2.7306785583496094,131,132
189,2.73264479637146,53,96
190,2.733534812927246,197,197
191,2.7430567741394043,57,93
192,2.753370523452759,66,108
193,2.7548608779907227,245,108
194,2.7548983097076416,125,149
195,2.7551536560058594,61,60
196,2.7572624683380127,156,113
197,2.76647686958313,110,110
198,2.767489433288574,67,21
199,2.7682931423187256,15,60
200,2.77103328704834,111,19
